ProductDescriptionID	Description	ModifiedDate
1463	???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.	2007-06-01 00:00:00
1464	???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.	2007-06-01 00:00:00
1465	????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.	2007-06-01 00:00:00
1466	???? 8 ??? ??? ?????? ?????? ????? ????? ?????? ???? ?????.	2007-06-01 00:00:00
1467	??? ????? ?????? ??????? ?????? ????? ??? ?????.	2007-06-01 00:00:00
1468	????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.	2007-06-01 00:00:00
1469	???? ????? ????? ????? ??????? ????? ????? ?????? ???????. ????? ????? ????? ??????? ???????.	2007-06-01 00:00:00
1470	????? ????? ????? ??????? ???? ?????? ?????.	2007-06-01 00:00:00
1471	????? ????? ??? ???? ?????? ??????.	2007-06-01 00:00:00
1472	???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.	2007-06-01 00:00:00
1473	????? ?????? ?????. ??? ??? ??????? ????? ?? ???? ???????.	2007-06-01 00:00:00
1474	????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.	2007-06-01 00:00:00
1475	???? ???? ?? ?????????? ????? ??????? ?????? ????? ??????? ??? ??????? ??????.	2007-06-01 00:00:00
1476	??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.	2007-06-01 00:00:00
1477	???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.	2007-06-01 00:00:00
1478	?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.	2007-06-01 00:00:00
1479	???? ??? ????? ?????? ??????? ???????????? ??? 1.960 ???????? ????? ????? ????? ??????? ???????? ????? ????? ?? ???? ???.	2007-06-01 00:00:00
1480	????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.	2007-06-01 00:00:00
1481	?????? ????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ??????. ????? ???? ??? ????.	2007-06-01 00:00:00
1482	????? ????? ???????? ??????? ???????? ????? ?????? ????????.	2007-06-01 00:00:00
1484	Acier chromé.	2007-06-01 00:00:00
1485	Cuvettes en alliage d'aluminium ; axe de grand diamètre.	2007-06-01 00:00:00
1486	Cuvettes en alliage d'aluminium et axe creux.	2007-06-01 00:00:00
1487	Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.	2007-06-01 00:00:00
1488	Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.	2007-06-01 00:00:00
1489	Pour les véritables passionnés du VTT. Un vélo extrêmement robuste qui vous permettra d'aller partout, même sur les terrains difficiles, pour un budget raisonnable.	2007-06-01 00:00:00
1490	Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.	2008-03-11 10:32:17.973000000
1491	VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.	2007-06-01 00:00:00
1492	Adapté à tous les terrains. Pour toutes les bourses.	2007-06-01 00:00:00
1493	Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.	2007-06-01 00:00:00
1494	Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.	2007-06-01 00:00:00
1495	Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.	2007-06-01 00:00:00
1496	Équipé de la même technologie que tous nos vélos de route. Idéal pour la promenade ou la course sur route.	2007-06-01 00:00:00
1497	Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.	2007-06-01 00:00:00
1498	VTT, course ou promenade entre amis sur un vélo aérodynamique et léger. Bénéficie d'un système de selle perfectionné qui offre un confort optimal.	2007-06-01 00:00:00
1499	Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.	2007-06-01 00:00:00
1500	Cadre en alliage d'aluminium qui offre une conduite légère et rapide, sur pistes ou sur routes de campagne.	2007-06-01 00:00:00
1501	Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.	2007-06-01 00:00:00
1502	Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.	2007-06-01 00:00:00
1503	La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.	2007-06-01 00:00:00
1504	Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.	2007-06-01 00:00:00
1505	Système de changement de vitesse très performant.	2007-06-01 00:00:00
1506	Axe très rigide.	2007-06-01 00:00:00
1507	Manivelle haute résistance.	2007-06-01 00:00:00
1508	Pédalier triple plateaux ; manivelle en aluminium ; changement de braquet impeccable.	2007-06-01 00:00:00
1509	Patins de freinage pour tous les temps ; freinage renforcé par l'application d'une plus grande surface sur la jante.	2007-06-01 00:00:00
1510	Conception liaison large.	2007-06-01 00:00:00
1511	Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus précise.	2007-06-01 00:00:00
1512	Fourche composite pour route avec tube de direction en aluminium.	2007-06-01 00:00:00
1513	Fourche pour route en carbone hautes performances avec bras incurvés.	2007-06-01 00:00:00
1514	Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.	2007-06-01 00:00:00
1515	Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.	2007-06-01 00:00:00
1516	Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.	2007-06-01 00:00:00
1517	Doté du même alliage en aluminium que notre cadre HL haut de gamme, le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version femmes.	2007-06-01 00:00:00
1518	Roue de secours tout-terrain pour vététiste occasionnel.	2007-06-01 00:00:00
1519	Roue de secours tout-terrain pour vététiste amateur à confirmé.	2007-06-01 00:00:00
1520	Roue de secours tout-terrain hautes performances.	2007-06-01 00:00:00
1521	Roue avant pour vélo de route pour cycliste occasionnel.	2007-06-01 00:00:00
1522	Alliage robuste avec moyeu à blocage rapide.	2007-06-01 00:00:00
1523	Roue solide avec jante double paroi.	2007-06-01 00:00:00
1524	Jantes aérodynamiques pour conduite en souplesse.	2007-06-01 00:00:00
1525	Barre d'appui tous usages pour conduite sur route ou tout-terrain.	2007-06-01 00:00:00
1526	Barres d'appui en alliage d'aluminium solide pour descente.	2007-06-01 00:00:00
1527	Barre d'appui plate suffisamment solide pour le circuit professionnel.	2007-06-01 00:00:00
1528	Forme très réussie destinée à faciliter l'accès aux leviers.	2007-06-01 00:00:00
1529	Barre d'appui avec tube en aluminium ergonomique pour répondre aux besoins de tous les cyclistes.	2007-06-01 00:00:00
1530	Conçu pour la compétition ; barre d'appui ergonomique haut de gamme en alliage d'aluminium.	2007-06-01 00:00:00
1531	Forme très réussie destinée à diminuer la fatigue des cyclistes occasionnels.	2007-06-01 00:00:00
1532	Barre d'appui en aluminium légère et solide pour les longues randonnées.	2007-06-01 00:00:00
1533	Jeu de direction de qualité sans filetage à un prix abordable.	2007-06-01 00:00:00
1534	Boîtier de protection hermétique.	2007-06-01 00:00:00
1535	Jeu de direction sans filetage 2,54 cm de grande qualité avec un dispositif de lubrification rapide.	2007-06-01 00:00:00
1536	Plate-forme allongée permettant de rouler avec tous types de chaussures ; idéal pour la randonnée.	2007-06-01 00:00:00
1537	Pédales automatiques légères et robustes avec tension réglable.	2007-06-01 00:00:00
1538	Acier inoxydable ; facile à nettoyer.	2007-06-01 00:00:00
1539	Pédales automatiques - aluminium.	2007-06-01 00:00:00
1540	Fabrication en alliage d'aluminium léger.	2007-06-01 00:00:00
1541	Pédales automatiques haut de gamme avec tension réglable.	2007-06-01 00:00:00
1542	Pédale stable pour longs trajets.	2007-06-01 00:00:00
1543	Bouchon de remplissage ; étriers en aluminium poli.	2007-06-01 00:00:00
1544	Dérailleur en aluminium 10 vitesses avec supports de galet hermétiques.	2007-06-01 00:00:00
1545	Roue de secours tout-terrain arrière pour vététiste occasionnel.	2007-06-01 00:00:00
1546	Roue de secours tout-terrain arrière pour vététiste amateur à confirmé.	2007-06-01 00:00:00
1547	Jantes très robustes, solidité garantie.	2007-06-01 00:00:00
1548	Roue de secours arrière pour cycliste occasionnel.	2007-06-01 00:00:00
1549	Jante en alliage d'aluminium avec rayons en acier inoxydable ; pour une vitesse optimale.	2007-06-01 00:00:00
1550	Roue arrière solide avec jante doublée.	2007-06-01 00:00:00
1551	Excellentes jantes aérodynamiques pour une conduite en souplesse.	2007-06-01 00:00:00
1552	Cuir synthétique. Confort amélioré grâce au couvre-selle en gel.	2007-06-01 00:00:00
1553	Conçu pour absorber les chocs.	2008-03-11 10:32:17.973000000
1554	Conception ergonomique pour randonnée longue distance confortable. Cuir de qualité.	2007-06-01 00:00:00
1555	Selle légère avec renfort en mousse.	2007-06-01 00:00:00
1556	Amortisseurs en caoutchouc pour absorber les bosses.	2007-06-01 00:00:00
1557	Selle de course légère en Kevlar. Cuir.	2007-06-01 00:00:00
1558	Selle confortable et ergonomique profilée avec couvre-selle en gel.	2007-06-01 00:00:00
1559	Nouvelle conception pour éviter la fatigue lors des longues randonnées.	2007-06-01 00:00:00
1560	Cadre profilé pour améliorer le confort.	2007-06-01 00:00:00
1561	Traction comparable aux modèles haut de gamme, gomme de pneu moins chère.	2007-06-01 00:00:00
1562	Grande traction, caoutchouc haute densité.	2007-06-01 00:00:00
1563	Traction exceptionnelle ; carbone léger renforcé.	2007-06-01 00:00:00
1564	Même dessin que les pneus plus chers, mais doté d'une gomme moins chère.	2007-06-01 00:00:00
1565	Caoutchouc plus dense que sur les autres modèles.	2007-06-01 00:00:00
1566	Carbone léger renforcé pour un confort de conduite inégalé, sans ajout de poids.	2007-06-01 00:00:00
1567	Caoutchouc haute densité.	2007-06-01 00:00:00
1568	Tube à autovulcanisation.	2007-06-01 00:00:00
1569	Tube classique tous usages.	2007-06-01 00:00:00
1570	Tube à usage générique.	2007-06-01 00:00:00
1571	Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.	2007-06-01 00:00:00
1572	Doté du même alliage en aluminium que notre cadre HL haut de gamme, le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version hommes.	2007-06-01 00:00:00
1573	Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.	2007-06-01 00:00:00
1574	Cadre renforcé léger pour une position plus droite ; idéal pour les promenades en ville. Ligne remarquable pour un confort optimal.	2007-06-01 00:00:00
1575	Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.	2007-06-01 00:00:00
1576	Éclairage peu onéreux pour la conduite de nuit - utilise 3 piles AAA.	2007-06-01 00:00:00
1577	Le porte-bidon en aluminium est plus léger que la version VTT ; idéal pour les longues randonnées.	2007-06-01 00:00:00
1578	Bidon d'eau avec le logo de l'équipe AWC - capacité 0,75 litre, entièrement étanche.	2007-06-01 00:00:00
1579	Porte-vélo sécurisé pour 4 vélos ; fabrication en acier ; adaptable sur attache-remorque.	2007-06-01 00:00:00
1580	Garde-boue adapté à la plupart des VTT.	2007-06-01 00:00:00
1581	Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.	2007-06-01 00:00:00
1582	Très pratique. Tient dans la poche. Corps en aluminium. 11,2 bars.	2007-06-01 00:00:00
1583	Conçu pour l'équipe professionnelle AWC, à bretelles, contrôle de l'humidité, peau de chamois et bande anti-remontée.	2007-06-01 00:00:00
1584	Fabrication en nylon résistant étanche d'accès facile. Suffisamment grand pour les randonnées du week-end.	2007-06-01 00:00:00
1585	Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.	2007-06-01 00:00:00
1586	Paume synthétique, poignets souples, ouverture maillée anti-transpiration. Adopté par les professionnels de l'équipe AWC.	2007-06-01 00:00:00
1587	Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.	2007-06-01 00:00:00
1588	Comprend 8 rustines de tailles différentes, de la colle et du papier de verre.	2007-06-01 00:00:00
1589	Sacs légers et résistants au vent ; tiennent dans la poche.	2007-06-01 00:00:00
1590	Cuissards de course pour hommes - en Spandex avec un élastique à la ceinture et bande anti-remontée.	2007-06-01 00:00:00
1591	Support de type home trainer idéal pour vous entraîner en intérieur (pour tous les modèles de vélo). Fixations rapides, fabrication en acier.	2007-06-01 00:00:00
1592	Feu avant rechargeable à deux faisceaux.	2007-06-01 00:00:00
1593	Feu avant robuste.	2007-06-01 00:00:00
1594	Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.	2007-06-01 00:00:00
1595	Simple et léger. Rustines de secours rangées dans la poignée.	2007-06-01 00:00:00
1596	Fin, léger et résistant avec des poignets qui restent en place.	2007-06-01 00:00:00
1597	Porte-bidon en aluminium robuste qui maintient le bidon sur les terrains accidentés.	2007-06-01 00:00:00
1598	Style classique avec une visière relevable ; taille unique.	2007-06-01 00:00:00
1599	Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.	2007-06-01 00:00:00
1600	Légère, aérée, taille unique, avec une visière amovible.	2007-06-01 00:00:00
1601	Sac d'hydratation de 3 l polyvalent. Permet de stocker des aliments supplémentaires. Facile d'accès et fourni avec une ceinture.	2007-06-01 00:00:00
1602	Collants chauds en Spandex pour l'hiver ; fabrication en chamoisine sans couture pour éliminer les points de frottement.	2007-06-01 00:00:00
1603	Nettoie les saletés ; dissout la graisse. Protège l'environnement. Bouteille d'1 litre.	2007-06-01 00:00:00
1604	S'enroule pour s'adapter aux pneus avant et arrière, sac et deux clés fournis.	2007-06-01 00:00:00
1605	Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.	2007-06-01 00:00:00
1606	???????????	2007-06-01 00:00:00
1607	????????????????????? ???????????????	2008-03-11 10:32:17.973000000
1608	????????????????????????????????	2008-03-11 10:32:17.973000000
1609	?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????	2008-03-11 10:32:17.973000000
1610	?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1611	????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????	2008-03-11 10:32:17.973000000
1612	???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100	2008-03-11 10:32:17.973000000
1613	?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????	2008-03-11 10:32:17.973000000
1614	????????????????????????????????  ?????????????	2007-06-01 00:00:00
1615	????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????	2008-03-11 10:32:17.973000000
1616	???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????	2008-03-11 10:32:17.973000000
1617	???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????	2008-03-11 10:32:17.973000000
1618	???????????????????????????? Road ???????  ??????????????????????????????? ???????????????????????????????????????	2008-03-11 10:32:17.973000000
1619	??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1620	???????? ??????? ????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1621	???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1622	?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????	2008-03-11 10:32:17.973000000
1623	????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????	2008-03-11 10:32:17.973000000
1624	????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1625	?????????????????????????????????????????????????? ???????????????? ???????????????????????????????????????? ????????????????? ???????????????	2008-03-11 10:32:17.973000000
1626	???????????????????????????????  ?????????????????????????????????????????????????  ??????????????? ?????????????????????  ????????????????????????????????????????????? ???????????????????????????	2008-03-11 10:32:17.973000000
1627	???????????????????????????????????????	2008-03-11 10:32:17.973000000
1628	???????????????	2008-03-11 10:32:17.973000000
1629	?????????????????????????	2008-03-11 10:32:17.973000000
1630	???????????????? ??????????????????? ????????????????????????????????	2008-03-11 10:32:17.973000000
1631	????????????????????????? ????????????????????? ??????????????????????????????	2008-03-11 10:32:17.973000000
1632	????????????????????????????	2007-06-01 00:00:00
1633	?????????????????? ????????????????????????????????????	2008-03-11 10:32:17.973000000
1634	????????????????? ???????????????????????????	2008-03-11 10:32:17.973000000
1635	??????????????????????????????? ???????????	2008-03-11 10:32:17.973000000
1636	????????????????????????????????????????????????????????????????????? ML	2007-06-01 00:00:00
1637	???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????	2008-03-11 10:32:17.973000000
1638	???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ???????????????????????	2008-03-11 10:32:17.973000000
1639	???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????	2008-03-11 10:32:17.973000000
1640	?????????????????????????????????????????????? HL ???? ML ??????????????? ???????????????????????????????????????????  ???????????????????????	2008-03-11 10:32:17.973000000
1641	???????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1642	??????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1643	???????????????????????????????????	2008-03-11 10:32:17.973000000
1644	???????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1645	?????????????????????? ??????????????????	2008-03-11 10:32:17.973000000
1646	?????????????????????????????????????	2008-03-11 10:32:17.973000000
1647	????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1648	????????????????????????????????????	2008-03-11 10:32:17.973000000
1649	??????????????????????????? ????????????????????????	2008-03-11 10:32:17.973000000
1650	???????????? ??????????????????????????????	2008-03-11 10:32:17.973000000
1651	??????????????????????? ??????????????????????????	2008-03-11 10:32:17.973000000
1652	??????????????????????????????????????? ???????????????????????	2008-03-11 10:32:17.973000000
1653	??????????????????? ????????????????????????????????????????????? ???????????????????????	2008-03-11 10:32:17.973000000
1654	??????????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1655	???????????????????????????? ??? ????????????????????????	2008-03-11 10:32:17.973000000
1656	??????????????????????????? ??????????????????????	2008-03-11 10:32:17.973000000
1657	?????????????????????????????	2008-03-11 10:32:17.973000000
1658	???????????????????????????????????? ???? 1 ????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1659	?????????????? ????????????????????????????????????? ???????????????????????????????	2008-03-11 10:32:17.973000000
1660	???????????????? ????? ????????? ???????????????????????	2008-03-11 10:32:17.973000000
1661	??????????? ????????????????????????????????????	2008-03-11 10:32:17.973000000
1662	??????????????? - ??????????	2008-03-11 10:32:17.973000000
1663	?????????????????????????????????????	2008-03-11 10:32:17.973000000
1664	????????????????? ????????? ??????????????	2007-06-01 00:00:00
1665	??????????????? ???????????????????????	2008-03-11 10:32:17.973000000
1666	?????????????????????????????? ??????????????????????????????	2008-03-11 10:32:17.973000000
1667	?????????????????? 10 ?????????????????????????????????	2008-03-11 10:32:17.973000000
1668	???????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1669	????????????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1670	?????????????????????????????????????????????????????	2008-03-11 10:32:17.973000000
1671	???????????????????????????????????????	2008-03-11 10:32:17.973000000
1672	??????????????????????????????????????? ?????????????????	2008-03-11 10:32:17.973000000
1673	?????????????????????????????????????????	2008-03-11 10:32:17.973000000
1674	??????????????????????????????????????????	2008-03-11 10:32:17.973000000
1675	??????????????  ?????????????????????????	2008-03-11 10:32:17.973000000
1676	???????????????????????????????????	2008-03-11 10:32:17.973000000
1677	??????????????????????? ???????????????????????????????????  ?????????????????	2008-03-11 10:32:17.973000000
1678	????????????????????????	2008-03-11 10:32:17.973000000
1679	????????????????????	2008-03-11 10:32:17.973000000
1680	????????????????????????? ?????????? ?????????	2008-03-11 10:32:17.973000000
1681	???????????????? ???????? ?????????????????????????	2008-03-11 10:32:17.973000000
